x,t,mu,f,delta f,GPD type,flavor
0.39698492,-0.17,2.0,0.8536991139985278,0.03840764596932768,0,NS
0.42713568,-0.17,2.0,0.7550987281080024,0.035178717818077694,0,NS
0.45728643,-0.17,2.0,0.6591912340164223,0.03208240657002707,0,NS
0.48743719,-0.17,2.0,0.5669134176885019,0.029091845266008925,0,NS
0.51758794,-0.17,2.0,0.4790874068005869,0.026160697718672625,0,NS
0.54773869,-0.17,2.0,0.3964445817854616,0.023300645821240442,0,NS
0.57788945,-0.17,2.0,0.3197826056409056,0.020610295552683303,0,NS
0.6080402,-0.17,2.0,0.2500870670302463,0.018217810133604136,0,NS
0.63819095,-0.17,2.0,0.18842656669286212,0.016196895270855296,0,NS
0.66834171,-0.17,2.0,0.13564821744532898,0.014527137642778819,0,NS
0.39698492,-0.65,2.0,0.6602027990011382,0.03777078365243993,0,NS
0.42713568,-0.65,2.0,0.5955820094709395,0.034721817317535396,0,NS
0.45728643,-0.65,2.0,0.5308892024599462,0.031822699269814896,0,NS
0.48743719,-0.65,2.0,0.46657441866998367,0.028988559486437207,0,NS
0.51758794,-0.65,2.0,0.40319833241540426,0.026138035938905808,0,NS
0.54773869,-0.65,2.0,0.3414431323163507,0.02328521912472037,0,NS
0.57788945,-0.65,2.0,0.28217166393824755,0.020554740871298872,0,NS
0.6080402,-0.65,2.0,0.22644632548957933,0.018117229436449406,0,NS
0.63819095,-0.65,2.0,0.17541321729340367,0.016092995006863477,0,NS
0.66834171,-0.65,2.0,0.1300742687839461,0.014491944268310871,0,NS
0.39698492,-1.38,2.0,0.47973474498533863,0.04795299972110869,0,NS
0.42713568,-1.38,2.0,0.4391879677505269,0.04453525419735388,0,NS
0.45728643,-1.38,2.0,0.3976014770245351,0.041284076178123255,0,NS
0.48743719,-1.38,2.0,0.35532843659117563,0.038076739814822944,0,NS
0.51758794,-1.38,2.0,0.3127746558068934,0.034824348896859474,0,NS
0.54773869,-1.38,2.0,0.2704324268079618,0.0315865766456024,0,NS
0.57788945,-1.38,2.0,0.22892675748638516,0.028554886841175735,0,NS
0.6080402,-1.38,2.0,0.18902376379224667,0.025931371122645056,0,NS
0.63819095,-1.38,2.0,0.15155214923572863,0.02378811179920675,0,NS
0.66834171,-1.38,2.0,0.11725926329702469,0.02202490371090112,0,NS
0.39698492,-0.34,2.0,0.6355442579447392,0.042964617462258006,0,NS
0.42713568,-0.34,2.0,0.560856296410642,0.03875999055363672,0,NS
0.45728643,-0.34,2.0,0.4900674853497585,0.035093841131513696,0,NS
0.48743719,-0.34,2.0,0.4235928822765167,0.03186689441296904,0,NS
0.51758794,-0.34,2.0,0.361710093097112,0.0289250984501638,0,NS
0.54773869,-0.34,2.0,0.3045295133008786,0.02621204155612631,0,NS
0.57788945,-0.34,2.0,0.2521334991502237,0.023792684407310354,0,NS
0.6080402,-0.34,2.0,0.20472627176866537,0.021756061021718988,0,NS
0.63819095,-0.34,2.0,0.16263709673436622,0.020093040822024337,0,NS
0.66834171,-0.34,2.0,0.12615421041289918,0.01866912243307352,0,NS
0.39698492,-1.24,2.0,0.4994797263002464,0.05611461509643527,0,NS
0.42713568,-1.24,2.0,0.4533850586307272,0.05000312985520427,0,NS
0.45728643,-1.24,2.0,0.40692480716558166,0.044647064098270094,0,NS
0.48743719,-1.24,2.0,0.36093018781807573,0.04000423846918947,0,NS
0.51758794,-1.24,2.0,0.3160656921129596,0.035909607090933764,0,NS
0.54773869,-1.24,2.0,0.272897272147144,0.0322579892346337,0,NS
0.57788945,-1.24,2.0,0.23198559692409793,0.02906344685416458,0,NS
0.6080402,-1.24,2.0,0.19394250633691698,0.02637549589193444,0,NS
0.63819095,-1.24,2.0,0.15938874955137466,0.024158276285323355,0,NS
0.66834171,-1.24,2.0,0.12883267308891888,0.022266584119860034,0,NS
0.39698492,-0.81,2.0,0.5637253376179221,0.03771891020133746,0,NS
0.42713568,-0.81,2.0,0.4997089549766901,0.03383422549250109,0,NS
0.45728643,-0.81,2.0,0.4373732778805229,0.030331320300935778,0,NS
0.48743719,-0.81,2.0,0.37767211997515665,0.02719106694218679,0,NS
0.51758794,-0.81,2.0,0.321304572688294,0.024342892307462265,0,NS
0.54773869,-0.81,2.0,0.2687638800591795,0.021773321367315843,0,NS
0.57788945,-0.81,2.0,0.2204811101622029,0.019542189452975107,0,NS
0.6080402,-0.81,2.0,0.17695459616334586,0.017717940930418646,0,NS
0.63819095,-0.81,2.0,0.13871479208614595,0.016308984769332117,0,NS
0.66834171,-0.81,2.0,0.10617183659254091,0.015192460959061205,0,NS
