x,t,mu,f,delta f,GPD type,flavor
0.39698492,-0.17,2.0,0.6421288786104973,0.13828999143380594,1,NS
0.42713568,-0.17,2.0,0.49887444942348713,0.126161902756374,1,NS
0.45728643,-0.17,2.0,0.3787610528526806,0.11470799457812893,1,NS
0.48743719,-0.17,2.0,0.27906623117541596,0.10364614121210448,1,NS
0.51758794,-0.17,2.0,0.19755373140471846,0.09264342575252703,1,NS
0.54773869,-0.17,2.0,0.13182782570109017,0.08177849065800154,1,NS
0.57788945,-0.17,2.0,0.07945875126946543,0.07157580922364933,1,NS
0.6080402,-0.17,2.0,0.0383897982139742,0.06276057397320306,1,NS
0.63819095,-0.17,2.0,0.00715042310945909,0.05579735010107848,1,NS
0.66834171,-0.17,2.0,-0.015359761944791751,0.05061927308659404,1,NS
0.39698492,-0.65,2.0,0.5599917640516073,0.08338840369816966,1,NS
0.42713568,-0.65,2.0,0.47220926571810123,0.07449433109953643,1,NS
0.45728643,-0.65,2.0,0.39509454863281335,0.0661038680870383,1,NS
0.48743719,-0.65,2.0,0.32752643804589887,0.0582710901250283,1,NS
0.51758794,-0.65,2.0,0.26857610183915986,0.051004185061293034,1,NS
0.54773869,-0.65,2.0,0.21723216138618714,0.044495568735043164,1,NS
0.57788945,-0.65,2.0,0.17250090167154059,0.03913469044574061,1,NS
0.6080402,-0.65,2.0,0.13362363336399868,0.03525590305393046,1,NS
0.63819095,-0.65,2.0,0.1001538721500772,0.03279274835270939,1,NS
0.66834171,-0.65,2.0,0.07180204927837353,0.03121966038166145,1,NS
0.39698492,-1.38,2.0,0.38249939212622064,0.07836693243317412,1,NS
0.42713568,-1.38,2.0,0.3414339185146321,0.07096343478881893,1,NS
0.45728643,-1.38,2.0,0.30257217389852575,0.06419286326725884,1,NS
0.48743719,-1.38,2.0,0.26544106648734733,0.05798736181984108,1,NS
0.51758794,-1.38,2.0,0.22982656538526333,0.05221139376943194,1,NS
0.54773869,-1.38,2.0,0.19567526512185973,0.04689315706045364,1,NS
0.57788945,-1.38,2.0,0.16309599615405057,0.042244830954303425,1,NS
0.6080402,-1.38,2.0,0.13237817657734505,0.03847312816996386,1,NS
0.63819095,-1.38,2.0,0.10394182155522891,0.035555852736510046,1,NS
0.66834171,-1.38,2.0,0.0782028724972278,0.03320208626420612,1,NS
0.39698492,-0.34,2.0,0.5480755284391683,0.11234996155260013,1,NS
0.42713568,-0.34,2.0,0.438870701462853,0.10264718179863183,1,NS
0.45728643,-0.34,2.0,0.34776322766912826,0.09466496685665476,1,NS
0.48743719,-0.34,2.0,0.2718513361820905,0.08759166744016894,1,NS
0.51758794,-0.34,2.0,0.2089058109125555,0.08063151236708833,1,NS
0.54773869,-0.34,2.0,0.15679800113691988,0.07352256394778105,1,NS
0.57788945,-0.34,2.0,0.1135048743119712,0.06656174831479689,1,NS
0.6080402,-0.34,2.0,0.07737420952318069,0.06026047973068643,1,NS
0.63819095,-0.34,2.0,0.04728331194419868,0.05492495481405321,1,NS
0.66834171,-0.34,2.0,0.02251357035510833,0.05047085333801054,1,NS
0.39698492,-1.24,2.0,0.30915863758516005,0.08470399554303999,1,NS
0.42713568,-1.24,2.0,0.24195526886690907,0.07778192650316536,1,NS
0.45728643,-1.24,2.0,0.185001757425269,0.0719543645836997,1,NS
0.48743719,-1.24,2.0,0.13816287023526935,0.06670322912273571,1,NS
0.51758794,-1.24,2.0,0.10088361117844341,0.06153730566959752,1,NS
0.54773869,-1.24,2.0,0.07205134374434542,0.05633755454854696,1,NS
0.57788945,-1.24,2.0,0.050222062946766316,0.05135942743268194,1,NS
0.6080402,-1.24,2.0,0.03397834061218657,0.04696749489114797,1,NS
0.63819095,-1.24,2.0,0.02216117890011933,0.04333117312792276,1,NS
0.66834171,-1.24,2.0,0.01387831971665448,0.04031010879443365,1,NS
0.39698492,-0.81,2.0,0.4299370505251123,0.08411060182052817,1,NS
0.42713568,-0.81,2.0,0.3381920866051131,0.07686970955033064,1,NS
0.45728643,-0.81,2.0,0.2591947780922749,0.07020700818728942,1,NS
0.48743719,-0.81,2.0,0.19260773209227894,0.06394764572451811,1,NS
0.51758794,-0.81,2.0,0.13780962225375581,0.05787154424123952,1,NS
0.54773869,-0.81,2.0,0.09366504800742763,0.052006174477027836,1,NS
0.57788945,-0.81,2.0,0.05874527548267573,0.04664296653949915,1,NS
0.6080402,-0.81,2.0,0.03169552778247944,0.04211372442633315,1,NS
0.63819095,-0.81,2.0,0.011444561960581925,0.03851909637975018,1,NS
0.66834171,-0.81,2.0,-0.0028671900883461662,0.035644475737133315,1,NS
