!  E0     Theta    Q^2      Sig        dSig   TPE-Blun TPE-Fesh idat Norm
 6197.00  12.150  1.4987 0.3258E+02 0.5815E+00  0.9971  1.0022  14. 0.040
 6197.00  14.400  1.9983 0.8178E+01 0.1677E+00  0.9966  1.0026  14. 0.040
 7909.00  12.590  2.5011 0.4692E+01 0.7467E-01  0.9972  1.0023  14. 0.040
 9993.00  12.450  3.7557 0.9292E+00 0.1862E-01  0.9983  1.0022  14. 0.040
10700.00  13.990  5.0751 0.1819E+00 0.3921E-02  0.9996  1.0025  14. 0.040
13330.00  17.590  9.9839 0.3532E-02 0.1366E-03  1.0067  1.0030  14. 0.040
 1137.00  90.000  1.1690 0.6139E+00 0.1658E-01  0.9838  1.0095  13. 0.021
 1512.00  90.000  1.7508 0.1429E+00 0.4572E-02  0.9788  1.0095  13. 0.021
 1699.00  86.000  2.0006 0.9315E-01 0.2608E-02  0.9782  1.0093  13. 0.021
 1901.00  86.000  2.3307 0.5210E-01 0.1667E-02  0.9767  1.0093  13. 0.021
 2300.00  86.000  3.0003 0.1671E-01 0.6519E-03  0.9746  1.0093  13. 0.021
  804.70  86.000  0.6700 0.3396E+01 0.9170E-01  0.9911  1.0093  12. 0.021
 1048.00  86.000  1.0021 0.1118E+01 0.3242E-01  0.9862  1.0093  12. 0.021
 1162.00  86.000  1.1673 0.6709E+00 0.1677E-01  0.9843  1.0093  12. 0.021
 1383.00  86.000  1.5007 0.2806E+00 0.9539E-02  0.9813  1.0093  12. 0.021
 1544.00  86.000  1.7525 0.1579E+00 0.3947E-02  0.9796  1.0093  12. 0.021
 1699.00  86.000  2.0006 0.9433E-01 0.2264E-02  0.9782  1.0093  12. 0.021
 1904.00  86.000  2.3356 0.4884E-01 0.1270E-02  0.9767  1.0093  12. 0.021
 2300.00  86.000  3.0003 0.1676E-01 0.4526E-03  0.9746  1.0093  12. 0.021
 4098.00  12.000  0.6700 0.3338E+03 0.6342E+01  0.9981  1.0022  11. 0.021
 5058.00  12.000  1.0002 0.1198E+03 0.2516E+01  0.9975  1.0022  11. 0.021
 5287.00  12.500  1.1690 0.6728E+02 0.1278E+01  0.9972  1.0023  11. 0.021
 6273.00  12.000  1.5005 0.3323E+02 0.6647E+00  0.9971  1.0022  11. 0.021
 6561.00  12.500  1.7505 0.1710E+02 0.4104E+00  0.9970  1.0023  11. 0.021
 6360.00  14.000  2.0002 0.8323E+01 0.1748E+00  0.9967  1.0025  11. 0.021
 6502.00  15.000  2.3306 0.3993E+01 0.1038E+00  0.9966  1.0026  11. 0.021
 6498.00  17.660  3.0004 0.9900E+00 0.2079E-01  0.9965  1.0031  11. 0.021
  448.90  90.000  0.2726 0.2355E+02 0.5768E+00  1.0008  1.0095  10. 0.019
  448.90  90.000  0.2726 0.2512E+02 0.6153E+00  1.0008  1.0095  10. 0.019
  557.00  90.000  0.3894 0.1195E+02 0.2927E+00  0.9973  1.0095  10. 0.019
  718.00  90.000  0.5841 0.4836E+01 0.1811E+00  0.9926  1.0095  10. 0.019
  718.00  90.000  0.5841 0.4770E+01 0.1345E+00  0.9926  1.0095  10. 0.019
  865.10  90.000  0.7788 0.2137E+01 0.6536E-01  0.9890  1.0095  10. 0.019
 1105.10  59.900  0.7671 0.5910E+01 0.1737E+00  0.9918  1.0076  10. 0.019
 1107.70  90.000  1.1253 0.6948E+00 0.3063E-01  0.9843  1.0095  10. 0.019
 1597.50  80.000  1.7522 0.2006E+00 0.9923E-02  0.9809  1.0090  10. 0.019
  660.00  25.250  0.0780 0.3264E+04 0.9853E+02  1.0018  1.0041   9. 0.040
  815.00  25.250  0.1172 0.1847E+04 0.5469E+02  1.0011  1.0041   9. 0.040
  605.00  35.150  0.1194 0.8612E+03 0.2594E+02  1.0016  1.0053   9. 0.040
 1064.00  25.250  0.1952 0.8353E+03 0.2582E+02  1.0000  1.0041   9. 0.040
  784.00  35.150  0.1945 0.3987E+03 0.1196E+02  1.0002  1.0053   9. 0.040
 1364.00  25.250  0.3122 0.3581E+03 0.8927E+01  0.9988  1.0041   9. 0.040
 1537.00  25.250  0.3903 0.2265E+03 0.4559E+01  0.9981  1.0041   9. 0.040
 1249.00  31.740  0.3891 0.1316E+03 0.2577E+01  0.9978  1.0049   9. 0.040
 1231.00  32.270  0.3892 0.1300E+03 0.2580E+01  0.9978  1.0050   9. 0.040
 1142.00  35.150  0.3892 0.1074E+03 0.2188E+01  0.9977  1.0053   9. 0.040
  848.00  50.060  0.3890 0.4562E+02 0.9317E+00  0.9972  1.0068   9. 0.040
  696.00  64.720  0.3895 0.2514E+02 0.4075E+00  0.9970  1.0080   9. 0.040
  556.00  90.270  0.3894 0.1171E+02 0.2287E+00  0.9973  1.0095   9. 0.040
 1770.00  25.250  0.5072 0.1273E+03 0.2574E+01  0.9973  1.0041   9. 0.040
 1912.00  25.250  0.5847 0.8917E+02 0.1781E+01  0.9969  1.0041   9. 0.040
 1629.00  30.240  0.5842 0.6086E+02 0.1190E+01  0.9964  1.0047   9. 0.040
 1540.00  32.270  0.5844 0.5112E+02 0.9907E+00  0.9962  1.0050   9. 0.040
 1522.00  32.700  0.5841 0.4894E+02 0.9816E+00  0.9961  1.0050   9. 0.040
 1431.00  35.150  0.5843 0.4228E+02 0.8441E+00  0.9959  1.0053   9. 0.040
 1171.00  44.480  0.5788 0.2388E+02 0.4752E+00  0.9952  1.0063   9. 0.040
 1072.00  50.060  0.5840 0.1769E+02 0.3563E+00  0.9947  1.0068   9. 0.040
 1042.00  51.960  0.5843 0.1664E+02 0.3373E+00  0.9946  1.0070   9. 0.040
  892.00  64.170  0.5844 0.9945E+01 0.1983E+00  0.9938  1.0080   9. 0.040
  886.00  64.720  0.5837 0.9656E+01 0.1985E+00  0.9937  1.0080   9. 0.040
  718.00  90.080  0.5845 0.4517E+01 0.9927E-01  0.9926  1.0095   9. 0.040
  717.00  90.270  0.5844 0.4504E+01 0.8936E-01  0.9926  1.0095   9. 0.040
  647.00 110.300  0.5846 0.2926E+01 0.6754E-01  0.9921  1.0103   9. 0.040
  645.00 110.720  0.5834 0.2969E+01 0.6057E-01  0.9921  1.0103   9. 0.040
 1789.00  32.700  0.7790 0.2313E+02 0.4753E+00  0.9950  1.0050   9. 0.040
 1683.00  35.150  0.7784 0.1965E+02 0.5852E+00  0.9946  1.0053   9. 0.040
 1392.00  44.480  0.7791 0.1125E+02 0.2274E+00  0.9935  1.0063   9. 0.040
 1064.00  64.170  0.7791 0.4457E+01 0.1089E+00  0.9913  1.0080   9. 0.040
  865.00  90.080  0.7792 0.2118E+01 0.4660E-01  0.9890  1.0095   9. 0.040
  784.00 110.130  0.7783 0.1384E+01 0.2976E-01  0.9877  1.0103   9. 0.040
 1913.00  35.150  0.9729 0.1044E+02 0.2081E+00  0.9937  1.0053   9. 0.040
 1718.00  40.210  0.9737 0.7808E+01 0.1685E+00  0.9929  1.0059   9. 0.040
 1224.00  64.170  0.9739 0.2404E+01 0.5541E-01  0.9893  1.0080   9. 0.040
 1003.00  90.080  0.9731 0.1096E+01 0.2773E-01  0.9861  1.0095   9. 0.040
  915.00 110.130  0.9740 0.6888E+00 0.2379E-01  0.9842  1.0103   9. 0.040
 1910.00  40.320  1.1683 0.4405E+01 0.1782E+00  0.9920  1.0059   9. 0.040
 1375.00  64.170  1.1679 0.1396E+01 0.3064E-01  0.9877  1.0080   9. 0.040
 1135.00  90.080  1.1667 0.6086E+00 0.1583E-01  0.9838  1.0095   9. 0.040
 1040.00 110.130  1.1678 0.4100E+00 0.2079E-01  0.9813  1.0103   9. 0.040
 1790.00  50.060  1.3631 0.1454E+01 0.4042E-01  0.9893  1.0068   9. 0.040
 1512.00  64.720  1.3621 0.8057E+00 0.2867E-01  0.9864  1.0080   9. 0.040
 1263.00  90.270  1.3626 0.3580E+00 0.1187E-01  0.9818  1.0095   9. 0.040
 1160.00 110.720  1.3626 0.2277E+00 0.8705E-02  0.9787  1.0103   9. 0.040
 1661.00  64.170  1.5576 0.5330E+00 0.1974E-01  0.9855  1.0080   9. 0.040
 1389.00  90.130  1.5571 0.2180E+00 0.9092E-02  0.9801  1.0095   9. 0.040
 1282.00 110.130  1.5576 0.1467E+00 0.4944E-02  0.9767  1.0103   9. 0.040
 1789.00  64.720  1.7527 0.3209E+00 0.9873E-02  0.9845  1.0080   9. 0.040
 1511.00  90.270  1.7524 0.1488E+00 0.6025E-02  0.9787  1.0095   9. 0.040
 1397.00 110.720  1.7522 0.9039E-01 0.5433E-02  0.9747  1.0103   9. 0.040
 1632.00  90.130  1.9461 0.9091E-01 0.4837E-02  0.9775  1.0095   9. 0.040
 1577.70  20.000  0.2726 0.7628E+03 0.1602E+02  0.9992  1.0034   8. 0.020
 1903.50  20.000  0.3894 0.4089E+03 0.8996E+01  0.9984  1.0034   8. 0.020
 2361.70  20.000  0.5841 0.1550E+03 0.4031E+01  0.9974  1.0034   8. 0.020
 2757.00  20.000  0.7788 0.7519E+02 0.1730E+01  0.9967  1.0034   8. 0.020
 3438.90  20.000  1.1682 0.2370E+02 0.1066E+01  0.9958  1.0034   8. 0.020
 3438.90  20.000  1.1682 0.2277E+02 0.6603E+00  0.9958  1.0034   8. 0.020
 4306.90  20.000  1.7522 0.5972E+01 0.2747E+00  0.9953  1.0034   8. 0.020
 4306.90  20.000  1.7522 0.5712E+01 0.1885E+00  0.9953  1.0034   8. 0.020
 3996.00  15.440  0.9990 0.6533E+02 0.9117E+00  0.9969  1.0027   7. 0.040
 3296.00  19.060  0.9988 0.4014E+02 0.6023E+00  0.9963  1.0033   7. 0.040
 2998.00  21.180  0.9987 0.3277E+02 0.5052E+00  0.9959  1.0036   7. 0.040
 6197.00  12.150  1.4987 0.3259E+02 0.4830E+00  0.9971  1.0022   7. 0.040
 3296.00  24.640  1.4989 0.6259E+01 0.1084E+00  0.9944  1.0040   7. 0.040
 2998.00  27.580  1.4985 0.4764E+01 0.7415E-01  0.9938  1.0044   7. 0.040
 6197.00  14.400  1.9983 0.8188E+01 0.1381E+00  0.9966  1.0026   7. 0.040
 3996.00  23.840  1.9985 0.2379E+01 0.3844E-01  0.9944  1.0039   7. 0.040
 3296.00  30.220  1.9986 0.1315E+01 0.3154E-01  0.9928  1.0047   7. 0.040
 2998.00  34.140  1.9977 0.9864E+00 0.1679E-01  0.9918  1.0052   7. 0.040
 7909.00  12.590  2.5011 0.4626E+01 0.6583E-01  0.9972  1.0023   7. 0.040
 5253.00  20.090  2.5047 0.1514E+01 0.2559E-01  0.9955  1.0034   7. 0.040
 3802.00  29.960  2.5061 0.5563E+00 0.9847E-02  0.9930  1.0047   7. 0.040
 3294.00  36.200  2.4969 0.3478E+00 0.6401E-02  0.9913  1.0054   7. 0.040
 7909.00  12.590  2.5011 0.4694E+01 0.6485E-01  0.9972  1.0023   7. 0.040
 6197.00  16.550  2.4983 0.2530E+01 0.5126E-01  0.9963  1.0029   7. 0.040
 3996.00  28.040  2.4992 0.6785E+00 0.1183E-01  0.9935  1.0045   7. 0.040
 3296.00  36.170  2.4969 0.3422E+00 0.6401E-02  0.9913  1.0054   7. 0.040
 2998.00  41.400  2.4977 0.2434E+00 0.4437E-02  0.9898  1.0060   7. 0.040
 9998.00  12.420  3.7447 0.9537E+00 0.1372E-01  0.9983  1.0022   7. 0.040
 7911.00  16.260  3.7438 0.5028E+00 0.8754E-02  0.9976  1.0028   7. 0.040
 3996.00  40.030  3.7452 0.4632E-01 0.9047E-03  0.9914  1.0058   7. 0.040
 1766.60  75.870  1.9469 0.1388E+00 0.4275E-02  0.9810  1.0087   6. 0.030
 2371.60  75.830  2.9204 0.2710E-01 0.8349E-03  0.9783  1.0087   6. 0.030
 6128.10  75.780  9.5594 0.5886E-04 0.8109E-05  0.9796  1.0087   6. 0.030
 3685.00  10.000  0.3894 0.1751E+04 0.2903E+02  0.9991  1.0018   5. 0.025
 5274.00  10.001  0.7788 0.3363E+03 0.5576E+01  0.9982  1.0018   5. 0.025
 4433.00  12.003  0.7788 0.2251E+03 0.3733E+01  0.9979  1.0022   5. 0.025
 3640.00  14.799  0.7788 0.1450E+03 0.2404E+01  0.9974  1.0026   5. 0.025
 5907.00  11.101  1.1682 0.8651E+02 0.1435E+01  0.9975  1.0020   5. 0.025
 4436.00  15.100  1.1682 0.4326E+02 0.7175E+00  0.9967  1.0027   5. 0.025
 5278.00  14.799  1.5575 0.1779E+02 0.2950E+00  0.9965  1.0026   5. 0.025
 5245.00  16.002  1.7522 0.1012E+02 0.1678E+00  0.9962  1.0028   5. 0.025
 5888.00  15.003  1.9469 0.8027E+01 0.1331E+00  0.9964  1.0026   5. 0.025
 5883.00  19.502  2.9204 0.9352E+00 0.2920E-01  0.9960  1.0033   5. 0.025
 5886.00  24.999  4.0886 0.1107E+00 0.4793E-02  0.9963  1.0041   5. 0.025
  559.00  45.000  0.1558 0.3555E+03 0.1386E+02  1.0014  1.0063   4. 0.016
  368.00  75.000  0.1555 0.9891E+02 0.3956E+01  1.0036  1.0087   4. 0.016
  259.00 135.000  0.1557 0.2264E+02 0.8830E+00  1.0096  1.0110   4. 0.016
  603.00  45.000  0.1792 0.2681E+03 0.1099E+02  1.0009  1.0063   4. 0.016
  474.00  60.000  0.1794 0.1298E+03 0.5842E+01  1.0017  1.0076   4. 0.016
  399.00  75.000  0.1794 0.7651E+02 0.3061E+01  1.0028  1.0087   4. 0.016
  351.00  90.000  0.1793 0.4833E+02 0.2368E+01  1.0041  1.0095   4. 0.016
  297.00 120.000  0.1794 0.2406E+02 0.1203E+01  1.0069  1.0106   4. 0.016
  282.00 135.000  0.1794 0.1974E+02 0.7897E+00  1.0083  1.0110   4. 0.016
  275.00 145.000  0.1795 0.1685E+02 0.6738E+00  1.0091  1.0112   4. 0.016
  690.00  40.590  0.1947 0.2948E+03 0.1444E+02  1.0004  1.0059   4. 0.016
  418.00  75.000  0.1947 0.7313E+02 0.3656E+01  1.0023  1.0087   4. 0.016
  296.00 135.000  0.1944 0.1838E+02 0.9191E+00  1.0074  1.0110   4. 0.016
  690.00  45.520  0.2336 0.1763E+03 0.8813E+01  0.9998  1.0064   4. 0.016
  550.00  60.000  0.2339 0.8570E+02 0.3514E+01  1.0003  1.0076   4. 0.016
  464.00  75.000  0.2335 0.4897E+02 0.2498E+01  1.0011  1.0087   4. 0.016
  331.00 135.000  0.2335 0.1285E+02 0.5141E+00  1.0054  1.0110   4. 0.016
  600.00  60.000  0.2728 0.6396E+02 0.2622E+01  0.9994  1.0076   4. 0.016
  508.00  75.000  0.2730 0.3724E+02 0.1490E+01  1.0000  1.0087   4. 0.016
  434.00  95.000  0.2725 0.1915E+02 0.9574E+00  1.0011  1.0097   4. 0.016
  364.00 135.000  0.2721 0.9680E+01 0.3872E+00  1.0034  1.0110   4. 0.016
  356.00 145.000  0.2728 0.9043E+01 0.4521E+00  1.0039  1.0112   4. 0.016
  624.00  60.000  0.2922 0.5556E+02 0.2278E+01  0.9990  1.0076   4. 0.016
  528.00  75.000  0.2916 0.3216E+02 0.1319E+01  0.9995  1.0087   4. 0.016
  468.00  90.000  0.2923 0.2055E+02 0.1048E+01  1.0001  1.0095   4. 0.016
  399.00 120.000  0.2916 0.1050E+02 0.5251E+00  1.0018  1.0106   4. 0.016
  380.00 135.000  0.2915 0.8812E+01 0.3525E+00  1.0025  1.0110   4. 0.016
  690.00  55.300  0.3115 0.5601E+02 0.2801E+01  0.9985  1.0073   4. 0.016
  647.00  60.000  0.3113 0.4661E+02 0.2330E+01  0.9986  1.0076   4. 0.016
  549.00  75.000  0.3116 0.2783E+02 0.1085E+01  0.9990  1.0087   4. 0.016
  396.00 135.000  0.3112 0.7755E+01 0.3102E+00  1.0016  1.0110   4. 0.016
  387.00 145.000  0.3113 0.7392E+01 0.3696E+00  1.0020  1.0112   4. 0.016
  692.00  60.000  0.3498 0.3694E+02 0.1884E+01  0.9978  1.0076   4. 0.016
  588.00  75.000  0.3500 0.2206E+02 0.8822E+00  0.9980  1.0087   4. 0.016
  427.00 135.000  0.3503 0.6458E+01 0.2583E+00  1.0000  1.0110   4. 0.016
  900.00  46.560  0.3894 0.5911E+02 0.2896E+01  0.9973  1.0065   4. 0.016
  736.00  60.000  0.3891 0.3066E+02 0.1226E+01  0.9971  1.0076   4. 0.016
  627.00  75.000  0.3897 0.1765E+02 0.7235E+00  0.9971  1.0087   4. 0.016
  557.00  90.000  0.3894 0.1182E+02 0.5792E+00  0.9973  1.0095   4. 0.016
  479.00 120.000  0.3898 0.6218E+01 0.3109E+00  0.9980  1.0106   4. 0.016
  457.00 135.000  0.3893 0.5123E+01 0.2049E+00  0.9984  1.0110   4. 0.016
  447.00 145.000  0.3894 0.4690E+01 0.2345E+00  0.9986  1.0112   4. 0.016
  950.00  46.550  0.4282 0.4805E+02 0.2403E+01  0.9968  1.0065   4. 0.016
  664.00  75.000  0.4287 0.1438E+02 0.7046E+00  0.9962  1.0087   4. 0.016
  486.00 135.000  0.4280 0.4326E+01 0.1730E+00  0.9969  1.0110   4. 0.016
  950.00  49.510  0.4671 0.3312E+02 0.1689E+01  0.9961  1.0068   4. 0.016
  900.00  53.040  0.4672 0.2762E+02 0.1381E+01  0.9960  1.0071   4. 0.016
  700.00  75.000  0.4677 0.1167E+02 0.4668E+00  0.9954  1.0087   4. 0.016
  515.00 135.000  0.4675 0.3529E+01 0.1765E+00  0.9955  1.0110   4. 0.016
  504.00 145.000  0.4674 0.3240E+01 0.1620E+00  0.9956  1.0112   4. 0.016
  717.00  75.000  0.4865 0.1034E+02 0.4137E+00  0.9950  1.0087   4. 0.016
  950.00  52.520  0.5061 0.2426E+02 0.1189E+01  0.9955  1.0070   4. 0.016
  735.00  75.000  0.5066 0.9320E+01 0.3821E+00  0.9946  1.0087   4. 0.016
  543.00 135.000  0.5064 0.2882E+01 0.1441E+00  0.9942  1.0110   4. 0.016
  950.00  55.600  0.5451 0.1817E+02 0.9084E+00  0.9948  1.0073   4. 0.016
  900.00  59.800  0.5452 0.1420E+02 0.7383E+00  0.9946  1.0076   4. 0.016
  769.00  75.000  0.5453 0.7793E+01 0.3195E+00  0.9939  1.0087   4. 0.016
  570.00 135.000  0.5445 0.2454E+01 0.1227E+00  0.9930  1.0110   4. 0.016
  559.00 145.000  0.5456 0.2347E+01 0.1173E+00  0.9929  1.0112   4. 0.016
  950.00  58.750  0.5840 0.1327E+02 0.6504E+00  0.9941  1.0075   4. 0.016
  802.00  75.000  0.5837 0.6573E+01 0.3352E+00  0.9932  1.0087   4. 0.016
  597.00 135.000  0.5833 0.2126E+01 0.1063E+00  0.9918  1.0110   4. 0.016
  950.00  62.000  0.6230 0.9191E+01 0.4595E+00  0.9934  1.0078   4. 0.016
  900.00  67.000  0.6229 0.7652E+01 0.3902E+00  0.9930  1.0082   4. 0.016
  835.00  75.000  0.6228 0.5483E+01 0.2632E+00  0.9926  1.0087   4. 0.016
  802.00  80.000  0.6230 0.5118E+01 0.2559E+00  0.9923  1.0090   4. 0.016
  624.00 135.000  0.6226 0.1768E+01 0.8838E-01  0.9907  1.0110   4. 0.016
  612.00 145.000  0.6232 0.1623E+01 0.8116E-01  0.9905  1.0112   4. 0.016
  950.00  65.360  0.6618 0.7107E+01 0.3553E+00  0.9926  1.0080   4. 0.016
  867.00  75.000  0.6613 0.4927E+01 0.2414E+00  0.9919  1.0087   4. 0.016
  651.00 135.000  0.6624 0.1618E+01 0.8091E-01  0.9896  1.0110   4. 0.016
  883.00  75.000  0.6809 0.4739E+01 0.1943E+00  0.9916  1.0087   4. 0.016
  950.00  68.890  0.7009 0.5588E+01 0.2738E+00  0.9918  1.0083   4. 0.016
  899.00  75.000  0.7005 0.4392E+01 0.2196E+00  0.9913  1.0087   4. 0.016
  864.00  80.000  0.7006 0.3609E+01 0.1732E+00  0.9910  1.0090   4. 0.016
  677.00 135.000  0.7012 0.1280E+01 0.6402E-01  0.9886  1.0110   4. 0.016
  664.00 145.000  0.7013 0.1177E+01 0.5886E-01  0.9883  1.0112   4. 0.016
  950.00  72.580  0.7398 0.4128E+01 0.2105E+00  0.9910  1.0085   4. 0.016
  930.00  75.000  0.7391 0.4104E+01 0.2503E+00  0.9908  1.0087   4. 0.016
  703.00 135.000  0.7404 0.1171E+01 0.5855E-01  0.9876  1.0110   4. 0.016
  961.00  75.000  0.7782 0.3451E+01 0.1725E+00  0.9902  1.0087   4. 0.016
  950.00  76.470  0.7787 0.3366E+01 0.1616E+00  0.9901  1.0088   4. 0.016
  925.00  80.000  0.7792 0.2567E+01 0.1129E+00  0.9898  1.0090   4. 0.016
  900.00  83.800  0.7787 0.2300E+01 0.1150E+00  0.9895  1.0092   4. 0.016
  728.00 135.000  0.7784 0.1141E+01 0.5705E-01  0.9867  1.0110   4. 0.016
  715.00 145.000  0.7795 0.8929E+00 0.4465E-01  0.9863  1.0112   4. 0.016
 1022.00  75.000  0.8567 0.2786E+01 0.1365E+00  0.9892  1.0087   4. 0.016
  950.00  85.050  0.8567 0.1810E+01 0.1086E+00  0.9882  1.0092   4. 0.016
  779.00 135.000  0.8571 0.8747E+00 0.4373E-01  0.9849  1.0110   4. 0.016
  764.00 145.000  0.8559 0.7680E+00 0.3840E-01  0.9845  1.0112   4. 0.016
  862.00 145.000  1.0120 0.4267E+00 0.2304E-01  0.9812  1.0112   4. 0.016
  910.00 145.000  1.0899 0.3209E+00 0.2246E-01  0.9798  1.0112   4. 0.016
  958.00 145.000  1.1686 0.2458E+00 0.1966E-01  0.9784  1.0112   4. 0.016
 1594.00  45.221  1.0000 0.5267E+01 0.4179E-01  0.9919  1.0064   3. 0.019
 2403.00  27.277  1.0000 0.1780E+02 0.1618E+00  0.9949  1.0044   3. 0.019
 2408.00  46.389  2.0030 0.4436E+00 0.4070E-02  0.9886  1.0065   3. 0.019
 2800.00  37.470  2.0030 0.7797E+00 0.5871E-02  0.9909  1.0056   3. 0.019
 3250.00  30.810  2.0030 0.1288E+01 0.7869E-02  0.9926  1.0048   3. 0.019
 4003.00  23.822  2.0030 0.2421E+01 0.2315E-01  0.9944  1.0039   3. 0.019
 2796.00  45.947  2.4970 0.1894E+00 0.1719E-02  0.9884  1.0064   3. 0.019
 3241.00  37.024  2.4970 0.3369E+00 0.2875E-02  0.9910  1.0055   3. 0.019
 3766.00  30.245  2.4970 0.5629E+00 0.3569E-02  0.9929  1.0047   3. 0.019
 4242.00  25.989  2.4970 0.8293E+00 0.7724E-02  0.9940  1.0042   3. 0.019
 3251.00  43.976  3.0070 0.9664E-01 0.9344E-03  0.9892  1.0062   3. 0.019
 4008.00  32.422  3.0070 0.2194E+00 0.1876E-02  0.9927  1.0050   3. 0.019
 1511.00  90.066  1.7500 0.1514E+00 0.1690E-02  0.9787  1.0095   2. 0.027
 1968.00  89.947  2.5000 0.3545E-01 0.4044E-03  0.9749  1.0095   2. 0.027
 2407.00  90.004  3.2500 0.1095E-01 0.1418E-03  0.9726  1.0095   2. 0.027
 2837.00  89.996  4.0000 0.4092E-02 0.5636E-04  0.9712  1.0095   2. 0.027
 3400.00  89.985  5.0000 0.1339E-02 0.1942E-04  0.9699  1.0095   2. 0.027
 3956.00  89.981  6.0000 0.5164E-03 0.8747E-05  0.9690  1.0095   2. 0.027
 4507.00  89.991  7.0000 0.2248E-03 0.5675E-05  0.9683  1.0095   2. 0.027
 5507.00  90.016  8.8300 0.6022E-04 0.2439E-05  0.9670  1.0095   2. 0.027
 1511.00  90.066  1.7500 0.1440E+00 0.1595E-02  0.9787  1.0095   1. 0.018
 2407.00  41.110  1.7500 0.1029E+01 0.9609E-02  0.9903  1.0060   1. 0.018
 5507.00  15.145  1.7500 0.1155E+02 0.1205E+00  0.9964  1.0027   1. 0.018
 1968.00  89.947  2.5000 0.3389E-01 0.4525E-03  0.9749  1.0095   1. 0.018
 2407.00  58.882  2.5000 0.9857E-01 0.1221E-02  0.9845  1.0076   1. 0.018
 2837.00  44.993  2.5000 0.1990E+00 0.2443E-02  0.9887  1.0063   1. 0.018
 3400.00  34.694  2.5000 0.3951E+00 0.3781E-02  0.9917  1.0053   1. 0.018
 3950.00  28.409  2.5000 0.6616E+00 0.6883E-02  0.9934  1.0045   1. 0.018
 5507.00  18.981  2.5000 0.1779E+01 0.1924E-01  0.9957  1.0032   1. 0.018
 2837.00  61.205  3.2500 0.2848E-01 0.4210E-03  0.9834  1.0077   1. 0.018
 3400.00  44.482  3.2500 0.6784E-01 0.8212E-03  0.9893  1.0063   1. 0.018
 3956.00  35.382  3.2500 0.1256E+00 0.1511E-02  0.9922  1.0053   1. 0.018
 5507.00  22.804  3.2500 0.3898E+00 0.3881E-02  0.9955  1.0038   1. 0.018
 3400.00  57.572  4.0000 0.1297E-01 0.2147E-03  0.9852  1.0075   1. 0.018
 3956.00  43.707  4.0000 0.2770E-01 0.4184E-03  0.9906  1.0062   1. 0.018
 4507.00  35.592  4.0000 0.4929E-01 0.7456E-03  0.9932  1.0054   1. 0.018
 5507.00  26.823  4.0000 0.1023E+00 0.1271E-02  0.9957  1.0043   1. 0.018
 9800.00  13.248  4.0000 0.6180E+00 0.7458E-02  0.9984  1.0024   1. 0.018
 3956.00  59.291  5.0000 0.4205E-02 0.9331E-04  0.9857  1.0076   1. 0.018
 4507.00  45.658  5.0000 0.8462E-02 0.1431E-03  0.9916  1.0064   1. 0.018
 5507.00  32.829  5.0000 0.2128E-01 0.2889E-03  0.9960  1.0051   1. 0.018
 9800.00  15.367  5.0000 0.1576E+00 0.2201E-02  0.9994  1.0027   1. 0.018
 9800.00  17.515  6.0000 0.4749E-01 0.7330E-03  1.0007  1.0030   1. 0.018
 9800.00  19.753  7.0000 0.1707E-01 0.4162E-03  1.0022  1.0034   1. 0.018
