# Ebeam [MeV], spec, theta_spec [Deg], Q^2Avg [GeV^2], csexp/csdip, delta_csexp/csdip_tot, delta_csexp/csdip_stat, csexp/csdip(mincut) csexp/csdip(maxcut), Blun_TPE_corr, Fesh_corr, A1_syst_scale, norms
180.0 A 35.50 0.0112785 0.9968659 0.0031513 0.0009934 0.9966631 0.9968742 1.0048 1.0054 1.00095 3
180.0 A 38.00 0.0128383 0.9996495 0.0032880 0.0013480 0.9993552 0.9997072 1.0050 1.0056 1.00101 3
180.0 A 40.50 0.0144803 0.9981346 0.0033305 0.0014581 0.9980439 0.9981646 1.0052 1.0059 1.00108 3
180.0 A 43.00 0.0161934 0.9972916 0.0033243 0.0014491 0.9973771 0.9970954 1.0054 1.0061 1.00115 3
180.0 A 45.51 0.0179773 0.9942009 0.0035330 0.0018938 0.9950881 0.9943534 1.0056 1.0064 1.00121 3
180.0 A 48.00 0.0198026 0.9928248 0.0033830 0.0016041 0.9933833 0.9923969 1.0058 1.0066 1.00128 3
180.0 A 50.51 0.0216976 0.9917397 0.0032604 0.0013335 0.9923906 0.9913233 1.0059 1.0069 1.00135 3
180.0 A 53.01 0.0236323 0.9913014 0.0033049 0.0014416 0.9917619 0.9909260 1.0061 1.0071 1.00141 3
180.0 A 55.50 0.0255984 0.9869563 0.0032525 0.0013460 0.9877080 0.9861870 1.0063 1.0073 1.00148 3
180.0 A 58.00 0.0276058 0.9873248 0.0032157 0.0012520 0.9879545 0.9871284 1.0065 1.0075 1.00155 3
180.0 A 60.50 0.0296350 0.9852517 0.0035639 0.0019912 0.9858531 0.9847647 1.0066 1.0077 1.00161 3
180.0 A 63.00 0.0316910 0.9882688 0.0035377 0.0019301 0.9877118 0.9882963 1.0068 1.0079 1.00168 3
180.0 A 65.49 0.0337585 0.9858091 0.0032830 0.0014254 0.9854410 0.9854510 1.0070 1.0080 1.00175 3
180.0 A 68.01 0.0358695 0.9926373 0.0032964 0.0014135 0.9923410 0.9920789 1.0071 1.0082 1.00181 3
180.0 A 70.50 0.0379615 0.9878521 0.0032704 0.0013830 0.9879396 0.9871429 1.0073 1.0084 1.00188 3
180.0 A 72.99 0.0400520 0.9868080 0.0034408 0.0017535 0.9871601 0.9868172 1.0075 1.0085 1.00195 3
180.0 A 75.50 0.0421575 0.9899289 0.0032960 0.0014296 0.9901298 0.9894338 1.0077 1.0087 1.00201 3
180.0 A 78.00 0.0442535 0.9889803 0.0032959 0.0014354 0.9888632 0.9887018 1.0079 1.0089 1.00208 3
180.0 A 80.50 0.0463377 0.9886590 0.0033001 0.0014470 0.9895767 0.9879825 1.0081 1.0090 1.00215 3
180.0 A 83.01 0.0484180 0.9900640 0.0035287 0.0019051 0.9902803 0.9899574 1.0083 1.0091 1.00221 3
180.0 A 85.51 0.0504677 0.9860526 0.0031876 0.0011875 0.9866210 0.9852383 1.0085 1.0093 1.00228 3
180.0 A 88.00 0.0524915 0.9913784 0.0035707 0.0019760 0.9912106 0.9911500 1.0087 1.0094 1.00235 3
180.0 A 90.50 0.0544965 0.9881370 0.0032498 0.0013316 0.9886639 0.9878058 1.0089 1.0095 1.00241 3
180.0 A 93.01 0.0564840 0.9894792 0.0035084 0.0018700 0.9888931 0.9893272 1.0092 1.0096 1.00248 3
180.0 A 95.50 0.0584213 0.9908645 0.0034684 0.0017870 0.9911793 0.9904724 1.0094 1.0098 1.00255 3
180.0 A 97.99 0.0603266 0.9908903 0.0032726 0.0013687 0.9906210 0.9909543 1.0096 1.0099 1.00261 3
180.0 A 100.50 0.0622040 0.9904499 0.0033946 0.0016414 0.9906989 0.9899010 1.0099 1.0100 1.00268 3
180.0 A 103.00 0.0640430 0.9897936 0.0034572 0.0017705 0.9899990 0.9897162 1.0101 1.0101 1.00275 3
180.0 A 105.51 0.0658417 0.9922712 0.0034359 0.0017158 0.9922993 0.9916830 1.0104 1.0102 1.00281 3
180.0 B 20.01 0.0038410 1.0001452 0.0039075 0.0025032 1.0000587 0.9994165 1.0032 1.0034 1.00087 1:3
180.0 B 20.50 0.0040303 0.9982704 0.0035092 0.0018291 0.9983520 0.9978804 1.0033 1.0035 1.00089 1:3
180.0 B 21.00 0.0042270 0.9988811 0.0047897 0.0037365 0.9993054 0.9978804 1.0033 1.0035 1.00091 1:3
180.0 B 21.50 0.0044260 1.0007955 0.0039901 0.0026280 1.0012616 0.9999168 1.0034 1.0036 1.00093 1:3
180.0 B 22.00 0.0046258 0.9977229 0.0035348 0.0018804 0.9978284 0.9971258 1.0035 1.0037 1.00095 1:3
