"x","t","mu","f","delta f","GPD type","flavor"
0.0005000000000000001,0,2,1.7015239657487158,11.282605986610292,2,"u"
0.0005761739635434398,0,2,1.7036764576193046,9.537212551424266,2,"u"
0.000663952872530714,0,2,1.7060957184645194,8.045122893159556,2,"u"
0.0007651047163441474,0,2,1.7088339829622807,6.771433261435692,2,"u"
0.0008816668338835731,0,2,1.7119299914754078,5.6860500724406196,2,"u"
0.0010159869484069875,0,2,1.7154235818607846,4.7632892509779365,2,"u"
0.0011707704539441163,0,2,1.7193541853744887,3.980073364645461,2,"u"
0.0013491349056970671,0,2,1.7237525182367504,3.3175368564840606,2,"u"
0.001554672811940568,0,2,1.7286447420396325,2.7584062442032384,2,"u"
0.0017915239921380433,0,2,1.734046736995996,2.288387778481987,2,"u"
0.002064458958666685,0,2,1.7399771012587357,1.894891733066461,2,"u"
0.002378975001575492,0,2,1.7464487080453939,1.5669294948225267,2,"u"
0.002741406911657024,0,2,1.753481963608292,1.2954271129472612,2,"u"
0.003159054571949613,0,2,1.7610698482081464,1.0719883772141472,2,"u"
0.0036403299875404685,0,2,1.7692233710335834,0.8898893738100035,2,"u"
0.004194926715054461,0,2,1.777929977935961,0.7429071887654,2,"u"
0.004834015104374384,0,2,1.7871690246149954,0.6256692417970913,2,"u"
0.005570467285032482,0,2,1.7969326154639755,0.5334355246876302,2,"u"
0.006419116428812463,0,2,1.8071662440422476,0.4617101578338452,2,"u"
0.007397055510471367,0,2,1.8178468513982555,0.4065909951019926,2,"u"
0.008523981584038266,0,2,1.828905600080507,0.3644083772832451,2,"u"
0.00982259250889322,0,2,1.840259762033811,0.33198223802579163,2,"u"
0.011319044116242223,0,2,1.8518475545774173,0.3066442235110422,2,"u"
0.013043477023956654,0,2,1.8635491698508935,0.2862479699271588,2,"u"
0.015030623710561788,0,2,1.8752591203939777,0.2691574022316056,2,"u"
0.017320508075688777,0,2,1.8868569641614394,0.2541536744237804,2,"u"
0.019959251577111516,0,2,1.898176839302639,0.2403579262619446,2,"u"
0.023000002181089982,0,2,1.9090839114981382,0.22712990012531417,2,"u"
0.026504004836372747,0,2,1.9194105056808093,0.2140215872247911,2,"u"
0.03054183503269476,0,2,1.928958511123313,0.20074230715251623,2,"u"
0.03519482028935524,0,2,1.9375273851339094,0.1871415711974952,2,"u"
0.04055667820463375,0,2,1.9448649458949923,0.17320392572600302,2,"u"
0.04673540405863933,0,2,1.9506368129597047,0.15904194857401127,2,"u"
0.05385544598854076,0,2,1.9543762945387546,0.14486980593833748,2,"u"
0.06206021154723434,0,2,1.9553705647057176,0.13095527181172473,2,"u"
0.0715149561310287,0,2,1.9525976494516843,0.11754826587996488,2,"u"
0.08241011145330004,0,2,1.9445474364896729,0.10485667321100038,2,"u"
0.094965121104209,0,2,1.9291217042526356,0.09307193688585896,2,"u"
0.1094328604499897,0,2,1.903562694311211,0.0824732546504762,2,"u"
0.1261047298947334,0,2,1.8645768372478344,0.07352830625599285,2,"u"
0.14531652409004686,0,2,1.8087148311343324,0.06675321355315733,2,"u"
0.16745519530663605,0,2,1.7329290267547308,0.06215321189026999,2,"u"
0.1929666471915306,0,2,1.6352478392398884,0.05882702269867887,2,"u"
0.22236471588806547,0,2,1.5153752488145082,0.05552985381347541,2,"u"
0.25624151941087514,0,2,1.3745251243204823,0.05154503009133114,2,"u"
0.2952793837267143,0,2,1.2147351344838107,0.046829655165133426,2,"u"
0.34026458574897045,0,2,1.0379338356882333,0.04164837531024511,2,"u"
0.3921031900489019,0,2,0.8459891275413695,0.03620232914171923,2,"u"
0.45183929825700436,0,2,0.6424017371698368,0.03070567251603475,2,"u"
0.5206760787228492,0,2,0.43507031299434157,0.025734051303192094,2,"u"
0.6000000000000001,0,2,0.23861770047277633,0.02193415290803943,2,"u"
-0.0005000000000000001,0,2,0.4350584326467781,11.224260487218322,2,"u"
-0.0005761739635434398,0,2,0.4438296843190564,9.482946931078422,2,"u"
-0.000663952872530714,0,2,0.4516086476995952,7.99514864867545,2,"u"
-0.0007651047163441474,0,2,0.4583920903948088,6.725995565777184,2,"u"
-0.0008816668338835731,0,2,0.4641909684488607,5.64542186778426,2,"u"
-0.0010159869484069875,0,2,0.46902882711374294,4.72775932697417,2,"u"
-0.0011707704539441163,0,2,0.47289105532180387,3.9499922464477497,2,"u"
-0.0013491349056970671,0,2,0.47580946826617965,3.2932490430306296,2,"u"
-0.001554672811940568,0,2,0.4777707087775965,2.740313053727056,2,"u"
-0.0017915239921380433,0,2,0.47878896860175724,2.2768895722282463,2,"u"
-0.002064458958666685,0,2,0.47886196344646825,1.8903897778006131,2,"u"
-0.002378975001575492,0,2,0.4779859510794509,1.569818719897485,2,"u"
-0.002741406911657024,0,2,0.4761609382129467,1.305971044788024,2,"u"
-0.003159054571949613,0,2,0.4733749491170407,1.0903724739149,2,"u"
-0.0036403299875404685,0,2,0.46962313158091323,0.9159786420085944,2,"u"
-0.004194926715054461,0,2,0.46489176199993343,0.7762444360279981,2,"u"
-0.004834015104374384,0,2,0.4591682705307544,0.6653451054263763,2,"u"
-0.005570467285032482,0,2,0.4524309413820126,0.577985671773542,2,"u"
-0.006419116428812463,0,2,0.44466945654606793,0.5093390092415723,2,"u"
-0.007397055510471367,0,2,0.43585721788510096,0.45513136558971107,2,"u"
-0.008523981584038266,0,2,0.42597956478208626,0.41172305035689805,2,"u"
-0.00982259250889322,0,2,0.415025716310145,0.3761640960266739,2,"u"
-0.011319044116242223,0,2,0.4029785148648306,0.3461267697064727,2,"u"
-0.013043477023956654,0,2,0.38985192348934466,0.3199957456547024,2,"u"
-0.015030623710561788,0,2,0.3756580747634084,0.2965574350769673,2,"u"
-0.017320508075688777,0,2,0.36043319815783836,0.2750061343802055,2,"u"
-0.019959251577111516,0,2,0.3442648365154304,0.25486421557242817,2,"u"
-0.023000002181089982,0,2,0.327254235143528,0.23572748239077881,2,"u"
-0.026504004836372747,0,2,0.30956113348170394,0.21734548731457606,2,"u"
-0.03054183503269476,0,2,0.29142031450565686,0.19955120389230954,2,"u"
-0.03519482028935524,0,2,0.2731174039372038,0.1821815314509402,2,"u"
-0.04055667820463375,0,2,0.2549888280508623,0.16511463105794924,2,"u"
-0.04673540405863933,0,2,0.23742278883928702,0.1482778589588073,2,"u"
-0.05385544598854076,0,2,0.22081369862164654,0.13164363816141111,2,"u"
-0.06206021154723434,0,2,0.2054968899715203,0.11524653862539702,2,"u"
-0.0715149561310287,0,2,0.1916195851576095,0.09921232631510328,2,"u"
-0.08241011145330004,0,2,0.1790566605579287,0.083778087456862,2,"u"
-0.094965121104209,0,2,0.16729521014366283,0.06927891997230293,2,"u"
-0.1094328604499897,0,2,0.15539236198280518,0.05608873830430602,2,"u"
-0.1261047298947334,0,2,0.1420670114263826,0.04454730006076176,2,"u"
-0.14531652409004686,0,2,0.12603757771663573,0.03493594038577187,2,"u"
-0.16745519530663605,0,2,0.10655005903624241,0.027533894847891868,2,"u"
-0.1929666471915306,0,2,0.08395409028700564,0.022616088808708985,2,"u"
-0.22236471588806547,0,2,0.06009174013746618,0.02011491923032652,2,"u"
-0.25624151941087514,0,2,0.03792506136677773,0.018688336625871244,2,"u"
-0.2952793837267143,0,2,0.02042970923288522,0.016256521605255415,2,"u"
-0.34026458574897045,0,2,0.009137783599254724,0.012618085056331123,2,"u"
-0.3921031900489019,0,2,0.003431532069583426,0.0107022925625867,2,"u"
-0.45183929825700436,0,2,0.0012393916415440415,0.011879901399311206,2,"u"
-0.5206760787228492,0,2,0.0005382793453882002,0.0122248604846269,2,"u"
-0.6000000000000001,0,2,0.0002686215762551751,0.010033774760256998,2,"u"
0.0005000000000000001,0,2,-3.912113739203268,12.99001070790496,2,"d"
0.0005761739635434398,0,2,-3.786934124938324,11.133569597575045,2,"d"
0.000663952872530714,0,2,-3.666274008205918,9.537569501238398,2,"d"
0.0007651047163441474,0,2,-3.5501427190057684,8.16627865934868,2,"d"
0.0008816668338835731,0,2,-3.4384130041756302,6.988815792803969,2,"d"
0.0010159869484069875,0,2,-3.330714371627803,5.978535648636639,2,"d"
0.0011707704539441163,0,2,-3.2272663536506525,5.112425458587282,2,"d"
0.0013491349056970671,0,2,-3.1274998211756317,4.370572450148644,2,"d"
0.001554672811940568,0,2,-3.0315680506210216,3.7358538380831123,2,"d"
0.0017915239921380433,0,2,-2.9391312472846725,3.193401839027096,2,"d"
0.002064458958666685,0,2,-2.8500522441807727,2.730423287775708,2,"d"
0.002378975001575492,0,2,-2.764296619120924,2.3358736982655897,2,"d"
0.002741406911657024,0,2,-2.6814742178706825,2.000124310128707,2,"d"
0.003159054571949613,0,2,-2.6017074726580276,1.7149910298827082,2,"d"
0.0036403299875404685,0,2,-2.524578836456705,1.4732088345627874,2,"d"
0.004194926715054461,0,2,-2.4500366733488033,1.2686085558653217,2,"d"
0.004834015104374384,0,2,-2.377915222598884,1.095782298201459,2,"d"
0.005570467285032482,0,2,-2.3079148107089824,0.9499714530085142,2,"d"
0.006419116428812463,0,2,-2.2400591123777644,0.8271844466581982,2,"d"
0.007397055510471367,0,2,-2.1739537425077287,0.7237402633645763,2,"d"
0.008523981584038266,0,2,-2.109484681522509,0.6365844715393645,2,"d"
0.00982259250889322,0,2,-2.0464462081668082,0.5630333742935854,2,"d"
0.011319044116242223,0,2,-1.9845225267401028,0.5007213302815842,2,"d"
0.013043477023956654,0,2,-1.9235807556061375,0.4477452926966109,2,"d"
0.015030623710561788,0,2,-1.8632840314005905,0.4024026203213105,2,"d"
0.017320508075688777,0,2,-1.8033242364987645,0.3633151311557372,2,"d"
0.019959251577111516,0,2,-1.7434511728226936,0.3294094747766927,2,"d"
0.023000002181089982,0,2,-1.683244570080003,0.29974001185946364,2,"d"
0.026504004836372747,0,2,-1.6223171590035121,0.27358562375200013,2,"d"
0.03054183503269476,0,2,-1.560272123611472,0.2503787372468591,2,"d"
0.03519482028935524,0,2,-1.4966247887028858,0.229623155995392,2,"d"
0.04055667820463375,0,2,-1.4308827643163877,0.21089129753927566,2,"d"
0.04673540405863933,0,2,-1.3625803331886055,0.19379108686253352,2,"d"
0.05385544598854076,0,2,-1.2913081038491163,0.17792856872730275,2,"d"
0.06206021154723434,0,2,-1.2167917661556906,0.1628959827168239,2,"d"
0.0715149561310287,0,2,-1.13899921247523,0.14830967513186794,2,"d"
0.08241011145330004,0,2,-1.0582672820356727,0.1339179024307732,2,"d"
0.094965121104209,0,2,-0.9754024652088593,0.11977554187001381,2,"d"
