PdfType: central
Format: lhagrid1
---
1.000000e-06  2.000000e-06  4.000000e-06  6.000000e-06  8.000000e-06  1.000000e-05  2.000000e-05  4.000000e-05  6.000000e-05  8.000000e-05  1.000000e-04  2.000000e-04  4.000000e-04  6.000000e-04  8.000000e-04  1.000000e-03  2.000000e-03  4.000000e-03  6.000000e-03  8.000000e-03  1.000000e-02  1.400000e-02  2.000000e-02  3.000000e-02  4.000000e-02  6.000000e-02  8.000000e-02  1.000000e-01  1.250000e-01  1.500000e-01  1.750000e-01  2.000000e-01  2.250000e-01  2.500000e-01  2.750000e-01  3.000000e-01  3.250000e-01  3.500000e-01  3.750000e-01  4.000000e-01  4.250000e-01  4.500000e-01  4.750000e-01  5.000000e-01  5.250000e-01  5.500000e-01  5.750000e-01  6.000000e-01  6.250000e-01  6.500000e-01  6.750000e-01  7.000000e-01  7.250000e-01  7.500000e-01  7.750000e-01  8.000000e-01  8.250000e-01  8.500000e-01  8.750000e-01  9.000000e-01  9.250000e-01  9.500000e-01  9.750000e-01  1.000000e+00
1.000000e+00  1.118034e+00  1.224745e+00  1.400000e+00  1.581139e+00  1.788854e+00  2.000000e+00  2.236068e+00  2.529822e+00  2.828427e+00  3.162278e+00  3.464102e+00  4.750000e+00  5.099020e+00  6.324555e+00  8.000000e+00  1.000000e+01  1.264911e+01  1.549193e+01  2.000000e+01  2.529822e+01  3.162278e+01  4.242641e+01  5.656854e+01  7.483315e+01  9.118760e+01  1.000000e+02  1.341641e+02  1.788854e+02  2.366432e+02  3.162278e+02  4.242641e+02  5.656854e+02  7.483315e+02  1.000000e+03  1.341641e+03  1.788854e+03  2.366432e+03  3.162278e+03  4.242641e+03  5.656854e+03  7.483315e+03  1.000000e+04  1.341641e+04  1.788854e+04  2.366432e+04  3.162278e+04
-5 -4 -3 -2 -1 1 2 3 4 5 21 22
0.000000e+00  0.000000e+00  1.882104e-01  4.366501e-01  2.320599e-01  2.320949e-01  4.366560e-01  1.881721e-01  0.000000e+00  0.000000e+00  8.085303e-02  7.057477e-02
0.000000e+00  0.000000e+00  2.486349e-01  5.285978e-01  3.006807e-01  3.007280e-01  5.286212e-01  2.485905e-01  0.000000e+00  0.000000e+00  1.131618e-01  8.181979e-02
0.000000e+00  0.000000e+00  3.212375e-01  6.077254e-01  3.785536e-01  3.786163e-01  6.077773e-01  3.211910e-01  0.000000e+00  0.000000e+00  1.579377e-01  8.883862e-02
0.000000e+00  -7.599301e-03  5.148612e-01  6.494234e-01  5.732541e-01  5.733522e-01  6.495665e-01  5.148222e-01  -7.597362e-03  0.000000e+00  5.132082e-01  9.359586e-02
0.000000e+00  5.623747e-02  6.926768e-01  7.437064e-01  7.508928e-01  7.510226e-01  7.439162e-01  6.926462e-01  5.621934e-02  0.000000e+00  1.191137e+00  9.773765e-02
0.000000e+00  2.088231e-01  8.568447e-01  9.179716e-01  9.149032e-01  9.150615e-01  9.182236e-01  8.568216e-01  2.087981e-01  0.000000e+00  2.402577e+00  1.027740e-01
0.000000e+00  3.749621e-01  1.018741e+00  1.079880e+00  1.076671e+00  1.076852e+00  1.080168e+00  1.018724e+00  3.749451e-01  0.000000e+00  4.159114e+00  1.081397e-01
0.000000e+00  5.491236e-01  1.191755e+00  1.252918e+00  1.249567e+00  1.249770e+00  1.253241e+00  1.191743e+00  5.491118e-01  0.000000e+00  6.541841e+00  1.144160e-01
0.000000e+00  7.553102e-01  1.396753e+00  1.457956e+00  1.454442e+00  1.454669e+00  1.458316e+00  1.396747e+00  7.553038e-01  0.000000e+00  9.921570e+00  1.222573e-01
0.000000e+00  9.543246e-01  1.594750e+00  1.656005e+00  1.652337e+00  1.652583e+00  1.656396e+00  1.594748e+00  9.543226e-01  0.000000e+00  1.365603e+01  1.301929e-01
0.000000e+00  1.165729e+00  1.805184e+00  1.866503e+00  1.862672e+00  1.862938e+00  1.866925e+00  1.805185e+00  1.165732e+00  0.000000e+00  1.804177e+01  1.389596e-01
0.000000e+00  1.347787e+00  1.986476e+00  2.047859e+00  2.043887e+00  2.044168e+00  2.048305e+00  1.986480e+00  1.347792e+00  0.000000e+00  2.210626e+01  1.467526e-01
0.000000e+00  2.032607e+00  2.668822e+00  2.730498e+00  2.725996e+00  2.726325e+00  2.731024e+00  2.668834e+00  2.032620e+00  0.000000e+00  3.917658e+01  1.777195e-01
1.591521e-02  2.207632e+00  2.843292e+00  2.905056e+00  2.900414e+00  2.900754e+00  2.905599e+00  2.843306e+00  2.207647e+00  1.591647e-02  4.397367e+01  1.859390e-01
3.419614e-01  2.772960e+00  3.406976e+00  3.469043e+00  3.463948e+00  3.464321e+00  3.469638e+00  3.406996e+00  2.772980e+00  3.419676e-01  5.935956e+01  2.134185e-01
1.051487e+00  3.432207e+00  4.064531e+00  4.126981e+00  4.121355e+00  4.121760e+00  4.127630e+00  4.064556e+00  3.432231e+00  1.051497e+00  7.725015e+01  2.474655e-01
1.747578e+00  4.109113e+00  4.739854e+00  4.802724e+00  4.796546e+00  4.796980e+00  4.803421e+00  4.739883e+00  4.109142e+00  1.747593e+00  9.656081e+01  2.843450e-01
2.531339e+00  4.874104e+00  5.503197e+00  5.566564e+00  5.559756e+00  5.560220e+00  5.567312e+00  5.503229e+00  4.874137e+00  2.531356e+00  1.191323e+02  3.281030e-01
3.248606e+00  5.576224e+00  6.203905e+00  6.267746e+00  6.260355e+00  6.260846e+00  6.268537e+00  6.203941e+00  5.576259e+00  3.248626e+00  1.403627e+02  3.700404e-01
4.205261e+00  6.515017e+00  7.140929e+00  7.205423e+00  7.197250e+00  7.197770e+00  7.206267e+00  7.140968e+00  6.515056e+00  4.205285e+00  1.693089e+02  4.285407e-01
5.136364e+00  7.430756e+00  8.055046e+00  8.120191e+00  8.111253e+00  8.111801e+00  8.121082e+00  8.055088e+00  7.430798e+00  5.136389e+00  1.979924e+02  4.881293e-01
6.064191e+00  8.344844e+00  8.967599e+00  9.033399e+00  9.023702e+00  9.024276e+00  9.034334e+00  8.967643e+00  8.344888e+00  6.064218e+00  2.269426e+02  5.499683e-01
7.349065e+00  9.612745e+00  1.023349e+01  1.030020e+01  1.028946e+01  1.029007e+01  1.030120e+01  1.023353e+01  9.612793e+00  7.349095e+00  2.674633e+02  6.394416e-01
8.673527e+00  1.092169e+01  1.154047e+01  1.160814e+01  1.159632e+01  1.159697e+01  1.160918e+01  1.154052e+01  1.092174e+01  8.673560e+00  3.095846e+02  7.360928e-01
1.002242e+01  1.225644e+01  1.287332e+01  1.294193e+01  1.292905e+01  1.292972e+01  1.294303e+01  1.287337e+01  1.225649e+01  1.002246e+01  3.527147e+02  8.389275e-01
1.101000e+01  1.323452e+01  1.385006e+01  1.391937e+01  1.390572e+01  1.390641e+01  1.392050e+01  1.385011e+01  1.323457e+01  1.101004e+01  3.843817e+02  9.169461e-01
1.148046e+01  1.370067e+01  1.431559e+01  1.438523e+01  1.437122e+01  1.437191e+01  1.438638e+01  1.431565e+01  1.370072e+01  1.148050e+01  3.994841e+02  9.549001e-01
1.301855e+01  1.522556e+01  1.583853e+01  1.590923e+01  1.589404e+01  1.589477e+01  1.591043e+01  1.583859e+01  1.522562e+01  1.301859e+01  4.488959e+02  1.082499e+00
1.458005e+01  1.677484e+01  1.738591e+01  1.745766e+01  1.744132e+01  1.744208e+01  1.745891e+01  1.738597e+01  1.677489e+01  1.458010e+01  4.990630e+02  1.217368e+00
1.614917e+01  1.833265e+01  1.894191e+01  1.901467e+01  1.899723e+01  1.899801e+01  1.901598e+01  1.894197e+01  1.833271e+01  1.614921e+01  5.494334e+02  1.358237e+00
1.782463e+01  1.999696e+01  2.060439e+01  2.067820e+01  2.065961e+01  2.066042e+01  2.067955e+01  2.060445e+01  1.999703e+01  1.782467e+01  6.031378e+02  1.514441e+00
1.957273e+01  2.173427e+01  2.233988e+01  2.241474e+01  2.239500e+01  2.239585e+01  2.241614e+01  2.233994e+01  2.173433e+01  1.957277e+01  6.590321e+02  1.683594e+00
2.132986e+01  2.348130e+01  2.408518e+01  2.416105e+01  2.414022e+01  2.414109e+01  2.416249e+01  2.408524e+01  2.348136e+01  2.132990e+01  7.150433e+02  1.859971e+00
2.308039e+01  2.522241e+01  2.582465e+01  2.590148e+01  2.587962e+01  2.588050e+01  2.590296e+01  2.582472e+01  2.522247e+01  2.308043e+01  7.706611e+02  2.041823e+00
2.493521e+01  2.706783e+01  2.766845e+01  2.774622e+01  2.772332e+01  2.772424e+01  2.774774e+01  2.766852e+01  2.706790e+01  2.493526e+01  8.293805e+02  2.241068e+00
2.685607e+01  2.897952e+01  2.957855e+01  2.965723e+01  2.963333e+01  2.963428e+01  2.965880e+01  2.957862e+01  2.897959e+01  2.685612e+01  8.899395e+02  2.454652e+00
2.877399e+01  3.088876e+01  3.148629e+01  3.156583e+01  3.154100e+01  3.154197e+01  3.156745e+01  3.148636e+01  3.088883e+01  2.877404e+01  9.501548e+02  2.674943e+00
3.067344e+01  3.278003e+01  3.337619e+01  3.345650e+01  3.343082e+01  3.343182e+01  3.345816e+01  3.337626e+01  3.278010e+01  3.067349e+01  1.009530e+03  2.900065e+00
